,is_signature_gene,is_pre-adipo_gene,is_adipo_gene,is_lipo_gene,is_thermo_gene,pre_adipo_enrichment,adipo_enrichment,lipo_enrichment,thermo_enrichment,enrichment_specificity,mean_expression,std_expression,cv_expression,pre_adipo_specific_expr,adipo_specific_expr,lipo_specific_expr,lipo_adipo_specific_expr,differentiation_ratio,lipogenesis_ratio,lipo_adipo_ratio,degree_centrality,weighted_degree,neighbor_sig_enrichment,clustering_coefficient,pre_adipo_pert_score,adipo_pert_score,lipo_pert_score,lipo_adipo_pert_score,pert_euclidean_dist,pert_cosine_dist,pert_total_shift
ZFPM2,1,0,1,0,0,0.0400099225399833,0.028659692954231486,0.025185843873974007,0.02374158117560128,1.547032171166104,1.566060042476089,0.08462509429624455,0.05403690660898145,0,1.5324195387122554,1.4948784677024254,1.3268572236321816,1532419.5387122554,0.9755014566423276,0.8472576659810758,0.0,0.0,0.0,0.0,0.03140534272507935,-0.008991411293412743,-0.006985247596843987,-0.018698629130894484,3.0702180925261477,0.0012231910829245442,0.12987305850474276
IRF4,1,0,0,0,1,0.06777812976395246,-0.07403561607226501,-0.008830344591906087,-0.007219836159927243,1.0,0.8161386436440631,0.10508785347110246,0.12876209885098247,0,0.6599345607794684,0.5767590692667036,0.5687930247081989,659934.5607794685,0.8739627071853459,0.6969310082384166,0.0,0.0,0.0,0.0,0.02958095350990618,-0.0024485784906739267,-0.002890862818255237,-0.009106362077294804,3.038511747658515,0.0012001886222233636,0.126143986592762
KLF15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.3381248267029817,0.11194246287619246,0.083656155977505,0,1.6481772163030999,1.6144253899125922,1.6006590914169614,1648177.2163030999,0.9795211306297835,1.1961947519993972,0.0,0.0,0.0,0.0,0.02797601191382184,-0.007983205772432174,-0.007282610328537685,-0.02093771770102096,3.2604861830026834,0.0013938029145942527,0.14154763668705067
SSB,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119794582346177,-0.0017391768964641,-0.0128773407909964,-0.0484919751402599,2.7633455321131115,0.0009646523207582,0.0853282324004916
ZNF254,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0241483674280916,0.057831484999779,0.0185017452392523,0.0088553338700202,2.7591656811522887,0.0009590750300708,0.1430200491088307
DDX5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001543940264216,0.0176468696151637,0.005240206777714,0.0016233429454597,2.7558800644432964,0.0009502013132416,0.0452451694819331
ZNF215,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0246591847357839,0.0022124946151637,-0.009412918222286,-0.0385497642411113,2.731447271911202,0.0009385421790394,0.0972810519349654
ZNF44,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0516706861268809,0.0254357408393289,0.0063518125010843,-0.0019695496597139,2.7197923145176164,0.0009345585016302,0.1116627344145602
TCFL5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121566570272217,-0.0378999511940849,0.0109650622690433,0.0967885816235504,2.698169925912977,0.0009145503861154,0.1835535462807636
RB1,1,0,0,0,1,0.02278640891708375,0.04300941937646588,0.02735568353314433,0.023639162326865627,1.748794575522129,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0750450440169753,-0.0323875674709289,-0.0103571442156635,-0.0069265886550873,2.682844509918124,0.0009091406046781,0.1673738209047014
NHLH1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.14971602369250747,0.06851039867120462,0.45759925612676466,0,0.48119645044267967,0.4959448228907783,0.397601871481656,481196.4504426797,1.030647237292159,2.6556891238918867,0.0,0.0,0.0,0.0,0.013639983544307196,0.003851834299937824,-0.00434752328596068,-0.022758489962584866,3.1240406661474105,0.0012815604256636811,0.12944473051813032
ZNF138,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069120864783152,0.0400970001634665,0.0266459509030402,0.0529289325007433,2.6781061689018206,0.0008887641442096,0.1735930566873471
NR4A2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.220377469733553,0.09341453293650152,0.0765455432501172,0,0.9625169688251138,0.8474953276327148,0.912737504194837,962516.9688251138,0.8804981881711776,0.7479134767053998,0.0,0.0,0.0,0.0,0.037344681935428864,-0.00814815244888717,-0.005388864664789447,-0.012915926247920213,3.113346308563785,0.0012637571574610057,0.13865477338403276
REXO4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025562719606939,0.0311792639813608,0.014547249031235,0.0210504558212397,2.6669320416563203,0.0008929295496766,0.1490816720290745
TSHZ2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.014194257314340153,0.010786698436172425,0.7598804443844511,0,0.00525131633067455,0.0051193874302217,0.00255969371511085,5251.31633067455,0.9746913757504437,0.18032034632616548,0.0,0.0,0.0,0.0,0.030729680681155294,-0.005351579093372216,0.00037958325744414365,0.006344352341432453,3.0107980595757358,0.0011735349488520787,0.1420053820262522
ZNF283,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0247111326932381,-0.0146509221829435,-0.0037137364399516,0.0010948017192441,2.644241751015352,0.0008708726291104,0.054230803545672
ZNF334,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0242772887860633,0.0287597187771748,0.0068558492358145,-0.0033397880811992,2.6407475318847697,0.0008500451275215,0.0677150748713633
NRIP1,1,0,0,1,0,0.022392130215136113,0.08507016844760909,0.03979404819264771,0.0359624726924664,2.600244654225071,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055911843587042,0.049533483788392,-0.0010621554270104,-0.0472734966490542,2.632476030990296,0.0008746685704758,0.158584988370257
ZNF26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0610010385481473,0.0107776028444928,-0.0122374843299304,-0.0565161919382611,2.632033801761126,0.0008687346975703,0.2123109590534717
ZNF146,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0508667749098852,-0.0233011618808992,-0.0227156987340971,-0.069951798739121,2.621516721742598,0.0008680117906227,0.1944010472929885
PIAS4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0594698661901418,-0.0001457229774288,-0.0144042376667305,-0.0558051328785321,2.6184965298271248,0.0008662881593759,0.1891491029255463
ZNF480,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0042938975736218,0.0478522750205691,0.0246348013723086,0.0381020422663078,2.6063986051020582,0.0008562550501557,0.1584413936797545
PBX3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.8525597624796488,0.060935856159913225,0.032892770587643616,0,1.8353878941887194,1.93348981846043,1.844088456370215,1835387.8941887196,1.0534496664888415,0.99542670541176,0.0,0.0,0.0,0.0,0.01660366864820682,0.0026022677731140443,-0.005136553504117781,-0.023703849602470534,3.1320570708875732,0.0012617119345805859,0.14370402105711255
RUNX1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0049695732492974,0.0160955182638122,-0.0142165499790428,-0.0679287673043248,2.5788417860927035,0.0008357343788698,0.1143363538109921
NCOR2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0489166110716693,0.002540037317027,0.0076799583305089,0.0268749916785385,2.5721704472337974,0.0007988562027727,0.1374682467864403
EBF2,1,0,0,0,1,0.13039652821380684,-0.05844544248569088,0.01244805836138024,0.011399683334280404,1.0,2.4167953563274214,0.06835018430630284,0.028281317177326515,0,2.3142497884133597,2.293359290278616,2.3205278864138323,2314249.78841336,0.990972673212713,0.9601669087006242,3.0,0.9912632896975656,1.0,1.0,0.03384897626488478,-0.007255365324259591,-0.00597211546690533,-0.016164245498309596,3.1754621001055967,0.0013152214970802323,0.14003699355888546
DEDD2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140875740267338,0.0629046664678102,0.0273220379651245,0.0319389575633999,2.553292056987147,0.0008107544930259,0.2132454765176127
ZNF419,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008323190303566,-0.0079118104422251,-0.0082668233514109,-0.0245060342264193,2.534300458611179,0.0008070748328463,0.0485964784622806
TFAP2A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0123458519670396,0.0062228407082078,0.0266978400207131,0.094805885156355,2.5253071318183298,0.0007948726445125,0.1461954291111475
AATF,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0052393296977611,0.0105077061170648,0.009888115522961,0.0262398694175033,2.5170887307051277,0.0008002441619613,0.0571433971745941
CIC,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0141833324630566,0.0066514150697091,0.0067447522322593,0.0186901096371326,2.5145466691281517,0.0007796532318035,0.0538015267955055
KLF4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8420183077476053,0.09148299706722945,0.10864714885451464,0,0.573481906749842,0.5811214718510695,0.6226709113457658,573481.906749842,1.0133196037952,0.7394971892169614,0.0,0.0,0.0,0.0,0.025851079321913537,-0.002875503081624934,-0.0003773443052374038,-7.106582664993138e-05,3.016704307472757,0.0011746164345197857,0.1331689340728742
SMARCA4,1,0,0,0,1,-0.01989316388171124,0.10234658140665923,0.05161831293629203,0.04494247071375913,4.004816442035552,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0587187654390412,-0.0365741094058154,-0.0252045484670413,-0.0691008254384083,2.5021919954199268,0.0007873772821623,0.211742904783532
CHAF1A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177166021347195,-0.0258984541258434,-0.005211591783437,0.0078706345820335,2.4946627819511917,0.0007860784168581,0.0648791346171577
AFF1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0520222011337812,-0.0039299419790391,0.0079387575023515,0.0355103861348286,2.4020997967366817,0.0007266914197309,0.1474935459047424
TCERG1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0298056225072065,0.0153440658768458,-0.0064083913531272,-0.0387557586792614,2.35655407205438,0.0006611421011024,0.1354635268004936
HIF3A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.37217882826194715,0.08064948315071954,0.21669493354152694,0,0.5647428002814048,0.7094600820689296,0.5697241878317254,564742.8002814048,1.2562512093367195,1.530776642281491,0.0,0.0,0.0,0.0,0.0285799406654378,-0.01388221354433934,-0.009466981822715246,-0.027708056494083835,3.391002824112657,0.0015864771287962046,0.1693499578688639
FOXP2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6163233254682547,0.1328881276582713,0.21561395870154731,0,0.3976062978872291,0.4484474645119591,0.5023123024804724,397606.2978872291,1.1278652753480132,0.8150129432240707,0.0,0.0,0.0,0.0,0.02734844442599712,-0.004015028893352313,-0.001676848793406891,-0.004408651607939284,3.031334631157001,0.001197798737613741,0.13071597295283244
ZNF331,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023104014724786,0.0267605951053597,0.0196760611194506,0.0436384649525625,2.1953200459841367,0.0006088202819134,0.1168357162827327
